Time,C1C
2022-01-02 16:41:30,23505012.6347
2022-01-02 16:42:00,23499592.7837
2022-01-02 16:42:30,23494265.9617
2022-01-02 16:43:00,23489032.0287
2022-01-02 16:43:30,23483894.2767
2022-01-02 16:44:00,23478849.3907
2022-01-02 16:44:30,23473897.7907
2022-01-02 16:45:00,23469040.5067
2022-01-02 16:45:30,23464276.6157
2022-01-02 16:46:00,23459605.9457
2022-01-02 16:46:30,23455030.9707
2022-01-02 16:47:00,23450549.5337
2022-01-02 16:47:30,23446161.3997
2022-01-02 16:48:00,23441866.2697
2022-01-02 16:48:30,23437666.7917
2022-01-02 16:49:00,23433559.9687
2022-01-02 16:49:30,23429547.5847
2022-01-02 16:50:00,23425629.3017
2022-01-02 16:50:30,23421803.5107
2022-01-02 16:51:00,23418073.5817
2022-01-02 16:51:30,23414436.7527
2022-01-02 16:52:00,23410893.4577
2022-01-02 16:52:30,23407443.5877
2022-01-02 16:53:00,23404086.7577
2022-01-02 16:53:30,23400824.6957
2022-01-02 16:54:00,23397655.7407
2022-01-02 16:54:30,23394579.6817
2022-01-02 16:55:00,23391597.7867
2022-01-02 16:55:30,23388709.8147
2022-01-02 16:56:00,23385914.0257
2022-01-02 16:56:30,23383212.4007
2022-01-02 16:57:00,23380603.7567
2022-01-02 16:57:30,23378087.4077
2022-01-02 16:58:00,23375664.7227
2022-01-02 16:58:30,23373334.2627
2022-01-02 16:59:00,23371097.0457
2022-01-02 16:59:30,23368952.4057
2022-01-02 17:00:00,23366900.3777
2022-01-02 17:00:30,23364941.1907
2022-01-02 17:01:00,23363074.1257
2022-01-02 17:01:30,23361298.7097
2022-01-02 17:02:00,23359617.2117
2022-01-02 17:02:30,23358025.3557
2022-01-02 17:03:00,23356526.7357
2022-01-02 17:03:30,23355119.6557
2022-01-02 17:04:00,23353804.2077
2022-01-02 17:04:30,23352580.1697
2022-01-02 17:05:00,23351447.6907
2022-01-02 17:05:30,23350405.9447
2022-01-02 17:06:00,23349455.1037
2022-01-02 17:06:30,23348595.1197
2022-01-02 17:07:00,23347826.3077
2022-01-02 17:07:30,23347147.6647
2022-01-02 17:08:00,23346560.3437
2022-01-02 17:08:30,23346061.8237
2022-01-02 17:09:00,23345654.3827
2022-01-02 17:09:30,23345335.5837
2022-01-02 17:10:00,23345107.1317
2022-01-02 17:10:30,23344968.0027
2022-01-02 17:11:00,23344917.3107
2022-01-02 17:11:30,23344956.9947
2022-01-02 17:12:00,23345084.5297
2022-01-02 17:12:30,23345301.1657
2022-01-02 17:13:00,23345606.1727
2022-01-02 17:13:30,23345999.2167
2022-01-02 17:14:00,23346480.0907
2022-01-02 17:14:30,23347049.4987
2022-01-02 17:15:00,23347706.2237
2022-01-02 17:15:30,23348449.4547
2022-01-02 17:16:00,23349279.7667
2022-01-02 17:16:30,23350197.0607
2022-01-02 17:17:00,23351201.3197
2022-01-02 17:17:30,23352291.7147
2022-01-02 17:18:00,23353468.2987
2022-01-02 17:18:30,23354730.1897
2022-01-02 17:19:00,23356078.3067
2022-01-02 17:19:30,23357511.2867
2022-01-02 17:20:00,23359029.5467
2022-01-02 17:20:30,23360632.7487
2022-01-02 17:21:00,23362318.7197
2022-01-02 17:21:30,23364090.6537
2022-01-02 17:22:00,23365946.8467
2022-01-02 17:22:30,23367885.8387
2022-01-02 17:23:00,23369908.7267
2022-01-02 17:23:30,23372013.1097
2022-01-02 17:24:00,23374202.3217
2022-01-02 17:24:30,23376472.5757
2022-01-02 17:25:00,23378826.4147
2022-01-02 17:25:30,23381260.9197
2022-01-02 17:26:00,23383776.5317
2022-01-02 17:26:30,23386373.5937
2022-01-02 17:27:00,23389053.1707
2022-01-02 17:27:30,23391811.1657
2022-01-02 17:28:00,23394650.3827
2022-01-02 17:28:30,23397569.6897
2022-01-02 17:29:00,23400568.6787
2022-01-02 17:29:30,23403645.9957
2022-01-02 17:30:00,23406803.6417
2022-01-02 17:30:30,23410038.2737
2022-01-02 17:31:00,23413352.0327
2022-01-02 17:31:30,23416743.9697
2022-01-02 17:32:00,23420213.2087
2022-01-02 17:32:30,23423759.2117
2022-01-02 17:33:00,23427381.6877
2022-01-02 17:33:30,23431081.7307
2022-01-02 17:34:00,23434858.2947
2022-01-02 17:34:30,23438709.8357
2022-01-02 17:35:00,23442636.3047
2022-01-02 17:35:30,23446638.5467
2022-01-02 17:36:00,23450714.2857
2022-01-02 17:36:30,23454865.3707
2022-01-02 17:37:00,23459089.8327
2022-01-02 17:37:30,23463388.0697
2022-01-02 17:38:00,23467758.4607
2022-01-02 17:38:30,23472202.1247
2022-01-02 17:39:00,23476718.5867
2022-01-02 17:39:30,23481306.4797
2022-01-02 17:40:00,23485965.8006
2022-01-02 17:40:30,23490697.0447
2022-01-02 17:41:00,23495498.5627
2022-01-02 17:41:30,23500369.8146
2022-01-02 17:42:00,23505310.9356
2022-01-02 17:42:30,23510322.4566
2022-01-02 17:43:00,23515401.7466
2022-01-02 17:43:30,23520551.3007
2022-01-02 17:44:00,23525767.7837
2022-01-02 17:44:30,23531053.2087
2022-01-02 17:45:00,23536404.7517
2022-01-02 17:45:30,23541823.6227
2022-01-02 17:46:00,23547309.4717
2022-01-02 17:46:30,23552860.8727
2022-01-02 17:47:00,23558477.5326
2022-01-02 17:47:30,23564160.4036
2022-01-02 17:48:00,23569907.6877
2022-01-02 17:48:30,23575718.8377
2022-01-02 17:49:00,23581594.0556
2022-01-02 17:49:30,23587532.7437
2022-01-02 17:50:00,23593534.2086
2022-01-02 17:50:30,23599598.4916
2022-01-02 17:51:00,23605725.5506
2022-01-02 17:51:30,23611913.3636
2022-01-02 17:52:00,23618161.5706
2022-01-02 17:52:30,23624471.1286
2022-01-02 17:53:00,23630841.6126
2022-01-02 17:53:30,23637271.1296
2022-01-02 17:54:00,23643760.4866
2022-01-02 17:54:30,23650307.0946
2022-01-02 17:55:00,23656914.1986
2022-01-02 17:55:30,23663578.2336
2022-01-02 17:56:00,23670300.6017
2022-01-02 17:56:30,23677078.7896
2022-01-02 17:57:00,23683913.5316
2022-01-02 17:57:30,23690804.6426
2022-01-02 17:58:00,23697750.1716
2022-01-02 17:58:30,23704751.1696
2022-01-02 17:59:00,23711807.9976
2022-01-02 17:59:30,23718917.1876
2022-01-02 18:00:00,23726080.9856
2022-01-02 18:00:30,23733298.4936
2022-01-02 18:01:00,23740567.1646
2022-01-02 18:01:30,23747889.1436
2022-01-02 18:02:00,23755262.2076
2022-01-02 18:02:30,23762684.7476
2022-01-02 18:03:00,23770158.9606
2022-01-02 18:03:30,23777682.8636
2022-01-02 18:04:00,23785257.5236
2022-01-02 18:04:30,23792880.8516
2022-01-02 18:05:00,23800552.6066
2022-01-02 18:05:30,23808273.5756
2022-01-02 18:06:00,23816041.8727
2022-01-02 18:06:30,23823854.7446
2022-01-02 18:07:00,23831715.4726
2022-01-02 18:07:30,23839622.0686
2022-01-02 18:08:00,23847575.6566
2022-01-02 18:08:30,23855574.1536
2022-01-02 18:09:00,23863616.1836
2022-01-02 18:09:30,23871702.2076
2022-01-02 18:10:00,23879831.6466
2022-01-02 18:10:30,23888004.2656
2022-01-02 18:11:00,23896218.5246
2022-01-02 18:11:30,23904475.9766
2022-01-02 18:12:00,23912774.3696
2022-01-02 18:12:30,23921114.3346
2022-01-02 18:13:00,23929494.6626
2022-01-02 18:13:30,23937913.9086
2022-01-02 18:14:00,23946371.6596
2022-01-02 18:14:30,23954868.9656
2022-01-02 18:15:00,23963405.0046
2022-01-02 18:15:30,23971979.1266
2022-01-02 18:16:00,23980589.9616
2022-01-02 18:16:30,23989237.5386
2022-01-02 18:17:00,23997921.5476
2022-01-02 18:17:30,24006639.5216
2022-01-02 18:18:00,24015395.2966
2022-01-02 18:18:30,24024183.8076
2022-01-02 18:19:00,24033007.2116
2022-01-02 18:19:30,24041862.9596
2022-01-02 18:20:00,24050753.0516
2022-01-02 18:20:30,24059675.1806
2022-01-02 18:21:00,24068629.2466
2022-01-02 18:21:30,24077615.5286
2022-01-02 18:22:00,24086630.0616
2022-01-02 18:22:30,24095677.1686
2022-01-02 18:23:00,24104753.4486
2022-01-02 18:23:30,24113859.3286
2022-01-02 18:24:00,24122994.7586
2022-01-02 18:24:30,24132157.2146
2022-01-02 18:25:00,24141346.8526
2022-01-02 18:25:30,24150564.6646
2022-01-02 18:26:00,24159808.1606
2022-01-02 18:26:30,24169079.8076
2022-01-02 18:27:00,24178374.3695
2022-01-02 18:27:30,24187695.6236
2022-01-02 18:28:00,24197040.0015
2022-01-02 18:28:30,24206409.7255
2022-01-02 18:29:00,24215802.2406
2022-01-02 18:29:30,24225218.9356
2022-01-02 18:30:00,24234656.2676
2022-01-02 18:30:30,24244114.8356
2022-01-02 18:31:00,24253594.2676
2022-01-02 18:31:30,24263095.6035
2022-01-02 18:32:00,24272618.5206
2022-01-02 18:32:30,24282159.9276
2022-01-02 18:33:00,24291718.6906
2022-01-02 18:33:30,24301298.2146
2022-01-02 18:34:00,24310895.1476
2022-01-02 18:34:30,24320507.5386
2022-01-02 18:35:00,24330140.4336
2022-01-02 18:35:30,24339787.9776
2022-01-02 18:36:00,24349452.3126
2022-01-02 18:36:30,24359132.2536
2022-01-02 18:37:00,24368825.0656
2022-01-02 18:37:30,24378532.4076
2022-01-02 18:38:00,24388254.2736
2022-01-02 18:38:30,24397990.9806
2022-01-02 18:39:00,24407738.9306
2022-01-02 18:39:30,24417499.7186
2022-01-02 18:40:00,24427271.0236
2022-01-02 18:40:30,24437054.4336
2022-01-02 18:41:00,24446846.5946
2022-01-02 18:41:30,24456651.0336
2022-01-02 18:42:00,24466464.0316
2022-01-02 18:42:30,24476287.4047
2022-01-02 18:43:00,24486117.5166
2022-01-02 18:43:30,24495956.1346
2022-01-02 18:44:00,24505802.1496
2022-01-02 18:44:30,24515655.4956
2022-01-02 18:45:00,24525515.4976
2022-01-02 18:45:30,24535380.0916
2022-01-02 18:46:00,24545250.1436
2022-01-02 18:46:30,24555125.9426
2022-01-02 18:47:00,24565006.0056
2022-01-02 18:47:30,24574889.7426
2022-01-02 18:48:00,24584776.7026
2022-01-02 18:48:30,24594665.7976
2022-01-02 18:49:00,24604558.2786
2022-01-02 18:49:30,24614451.6866
2022-01-02 18:50:00,24624346.3796
2022-01-02 18:50:30,24634241.5896
2022-01-02 18:51:00,24644136.6276
2022-01-02 18:51:30,24654031.9156
2022-01-02 18:52:00,24663926.9686
2022-01-02 18:52:30,24673819.9126
2022-01-02 18:53:00,24683709.9976
2022-01-02 18:53:30,24693599.2216
2022-01-02 18:54:00,24703484.8506
2022-01-02 18:54:30,24713367.7316
2022-01-02 18:55:00,24723246.2866
2022-01-02 18:55:30,24733121.0876
2022-01-02 18:56:00,24742988.9765
2022-01-02 18:56:30,24752852.0366
2022-01-02 18:57:00,24762710.9456
2022-01-02 18:57:30,24772562.6456
2022-01-02 18:58:00,24782406.6666
2022-01-02 18:58:30,24792243.1156
2022-01-02 18:59:00,24802073.1166
2022-01-02 18:59:30,24811893.4816
2022-01-02 19:00:00,24821706.3196
2022-01-02 19:00:30,24831508.9626
2022-01-02 19:01:00,24841300.5866
2022-01-02 19:01:30,24851082.4506
2022-01-02 19:02:00,24860854.1416
2022-01-02 19:02:30,24870613.5336
2022-01-02 19:03:00,24880362.0886
2022-01-02 19:03:30,24890097.6036
2022-01-02 19:04:00,24899820.5546
2022-01-02 19:04:30,24909529.9356
2022-01-02 19:05:00,24919225.2236
2022-01-02 19:05:30,24928907.6116
2022-01-02 19:06:00,24938575.2416
2022-01-02 19:06:30,24948225.1865
2022-01-02 19:07:00,24957859.8795
2022-01-02 19:07:30,24967482.1185
2022-01-02 19:08:00,24977084.8385
2022-01-02 19:08:30,24986670.5735
2022-01-02 19:09:00,24996239.1305
2022-01-02 19:09:30,25005789.0255
2022-01-02 19:10:00,25015321.1046
2022-01-02 19:10:30,25024834.1835
2022-01-02 19:11:00,25034328.0946
2022-01-02 19:11:30,25043800.4526
2022-01-02 19:12:00,25053253.4886
2022-01-02 19:12:30,25062687.0086
2022-01-02 19:13:00,25072096.4336
2022-01-02 19:13:30,25081485.7146
2022-01-02 19:14:00,25090852.2565
2022-01-02 19:14:30,25100197.2146
2022-01-02 19:15:00,25109519.1486
2022-01-02 19:15:30,25118816.2876
2022-01-02 19:16:00,25128089.8996
2022-01-02 19:16:30,25137338.6246
2022-01-02 19:17:00,25146564.7506
2022-01-02 19:17:30,25155762.7406
2022-01-02 19:18:00,25164935.3295
2022-01-02 19:18:30,25174083.1926
2022-01-02 19:19:00,25183203.9166
2022-01-02 19:19:30,25192297.1006
2022-01-02 19:20:00,25201362.8406
2022-01-02 19:20:30,25210400.0826
2022-01-02 19:21:00,25219410.5806
2022-01-02 19:21:30,25228391.4616
2022-01-02 19:22:00,25237343.1747
2022-01-02 19:22:30,25246264.4826
2022-01-02 19:23:00,25255155.6536
2022-01-02 19:23:30,25264016.7436
2022-01-02 19:24:00,25272848.1466
2022-01-02 19:24:30,25281646.5046
2022-01-02 19:25:00,25290412.6146
2022-01-02 19:25:30,25299146.5215
2022-01-02 19:26:00,25307851.3695
2022-01-02 19:26:30,25316519.0775
2022-01-02 19:27:00,25325157.6725
2022-01-02 19:27:30,25333757.6014
2022-01-02 19:28:00,25342323.4074
2022-01-02 19:28:30,25350860.0105
2022-01-02 19:29:00,25359358.7375
2022-01-02 19:29:30,25367819.7734
2022-01-02 21:56:30,25313791.3005
2022-01-02 21:57:30,25294343.0465
2022-01-02 21:58:00,25284537.3284
2022-01-02 21:59:00,25264778.0175
2022-01-02 21:59:30,25254820.1735
2022-01-02 22:00:00,25244811.0365
2022-01-02 22:00:30,25234748.5664
2022-01-02 22:01:00,25224637.9484
2022-01-02 22:01:30,25214476.9374
2022-01-02 22:02:00,25204262.9174
2022-01-02 22:02:30,25194006.4424
2022-01-02 22:03:00,25183695.4435
2022-01-02 22:03:30,25173334.7875
2022-01-02 22:04:00,25162926.8175
2022-01-02 22:04:30,25152468.0275
2022-01-02 22:05:00,25141964.1815
2022-01-02 22:05:30,25131412.5355
2022-01-02 22:06:00,25120812.9175
2022-01-02 22:06:30,25110166.9995
2022-01-02 22:07:00,25099471.3225
2022-01-02 22:07:30,25088730.6435
2022-01-02 22:08:00,25077943.5535
2022-01-02 22:08:30,25067110.9285
2022-01-02 22:09:00,25056235.3926
2022-01-02 22:09:30,25045311.4305
2022-01-02 22:10:00,25034343.4195
2022-01-02 22:10:30,25023330.9245
2022-01-02 22:11:00,25012276.9336
2022-01-02 22:11:30,25001176.5775
2022-01-02 22:12:00,24990033.5775
2022-01-02 22:12:30,24978847.2465
2022-01-02 22:13:00,24967619.3556
2022-01-02 22:13:30,24956348.4776
2022-01-02 22:14:00,24945036.8006
2022-01-02 22:14:30,24933681.9476
2022-01-02 22:15:00,24922286.1646
2022-01-02 22:15:30,24910850.5996
2022-01-02 22:16:00,24899374.0826
2022-01-02 22:16:30,24887856.9016
2022-01-02 22:17:00,24876301.4056
2022-01-02 22:17:30,24864704.4956
2022-01-02 22:18:00,24853069.9926
2022-01-02 22:18:30,24841398.4566
2022-01-02 22:19:00,24829686.3626
2022-01-02 22:19:30,24817938.0216
2022-01-02 22:20:00,24806152.7966
2022-01-02 22:20:30,24794329.6996
2022-01-02 22:21:00,24782469.6376
2022-01-02 22:21:30,24770573.9406
2022-01-02 22:22:00,24758641.6916
2022-01-02 22:22:30,24746674.8626
2022-01-02 22:23:00,24734673.1516
2022-01-02 22:23:30,24722637.1156
2022-01-02 22:24:00,24710565.1196
2022-01-02 22:24:30,24698460.7386
2022-01-02 22:25:00,24686323.8296
2022-01-02 22:25:30,24674152.4256
2022-01-02 22:26:00,24661948.8326
2022-01-02 22:26:30,24649713.5856
2022-01-02 22:27:00,24637446.4456
2022-01-02 22:27:30,24625148.9507
2022-01-02 22:28:00,24612818.4526
2022-01-02 22:28:30,24600458.9086
2022-01-02 22:29:00,24588068.8266
2022-01-02 22:29:30,24575650.2196
2022-01-02 22:30:00,24563201.7786
2022-01-02 22:30:30,24550723.9176
2022-01-02 22:31:00,24538218.3406
2022-01-02 22:31:30,24525684.2076
2022-01-02 22:32:00,24513123.6366
2022-01-02 22:32:30,24500535.2416
2022-01-02 22:33:00,24487920.7026
2022-01-02 22:33:30,24475280.2246
2022-01-02 22:34:00,24462612.9716
2022-01-02 22:34:30,24449923.3236
2022-01-02 22:35:00,24437206.1016
2022-01-02 22:35:30,24424466.4857
2022-01-02 22:36:00,24411701.0186
2022-01-02 22:36:30,24398912.2916
2022-01-02 22:37:00,24386100.8536
2022-01-02 22:37:30,24373268.1176
2022-01-02 22:38:00,24360411.7096
2022-01-02 22:38:30,24347535.6966
2022-01-02 22:39:00,24334635.7046
2022-01-02 22:39:30,24321717.9156
2022-01-02 22:40:00,24308778.0266
2022-01-02 22:40:30,24295819.9626
2022-01-02 22:41:00,24282840.9426
2022-01-02 22:41:30,24269843.2686
2022-01-02 22:42:00,24256827.5526
2022-01-02 22:42:30,24243793.0476
2022-01-02 22:43:00,24230742.6386
2022-01-02 22:43:30,24217674.6166
2022-01-02 22:44:00,24204590.4626
2022-01-02 22:44:30,24191490.3076
2022-01-02 22:45:00,24178374.2356
2022-01-02 22:45:30,24165243.1926
2022-01-02 22:46:00,24152097.5046
2022-01-02 22:46:30,24138938.9176
2022-01-02 22:47:00,24125765.0246
2022-01-02 22:47:30,24112578.4076
2022-01-02 22:48:00,24099379.5016
2022-01-02 22:48:30,24086168.5556
2022-01-02 22:49:00,24072945.9156
2022-01-02 22:49:30,24059713.2946
2022-01-02 22:50:00,24046468.1846
2022-01-02 22:50:30,24033213.6296
2022-01-02 22:51:00,24019949.7617
2022-01-02 22:51:30,24006675.8107
2022-01-02 22:52:00,23993393.7807
2022-01-02 22:52:30,23980104.2557
2022-01-02 22:53:00,23966806.5867
2022-01-02 22:53:30,23953501.5396
2022-01-02 22:54:00,23940189.3676
2022-01-02 22:54:30,23926871.9536
2022-01-02 22:55:00,23913548.0926
2022-01-02 22:55:30,23900220.7836
2022-01-02 22:56:00,23886887.7617
2022-01-02 22:56:30,23873551.2657
2022-01-02 22:57:00,23860210.1517
2022-01-02 22:57:30,23846866.1656
2022-01-02 22:58:00,23833519.5976
2022-01-02 22:58:30,23820172.6167
2022-01-02 22:59:00,23806821.6727
2022-01-02 22:59:30,23793471.0596
2022-01-02 23:00:00,23780119.4116
2022-01-02 23:00:30,23766767.9556
2022-01-02 23:01:00,23753418.4336
2022-01-02 23:01:30,23740068.1216
2022-01-02 23:02:00,23726721.2147
2022-01-02 23:02:30,23713375.0187
2022-01-02 23:03:00,23700032.5837
2022-01-02 23:03:30,23686692.7157
2022-01-02 23:04:00,23673356.4457
2022-01-02 23:04:30,23660024.5907
2022-01-02 23:05:00,23646697.7097
2022-01-02 23:05:30,23633376.0707
2022-01-02 23:06:00,23620059.5487
2022-01-02 23:06:30,23606750.3567
2022-01-02 23:07:00,23593448.8937
2022-01-02 23:07:30,23580152.9197
2022-01-02 23:08:00,23566866.0787
2022-01-02 23:08:30,23553587.4727
2022-01-02 23:09:00,23540318.3567
2022-01-02 23:09:30,23527058.3437
2022-01-02 23:10:00,23513809.5107
2022-01-02 23:10:30,23500570.9927
2022-01-02 23:11:00,23487341.3687
2022-01-02 23:11:30,23474126.1337
2022-01-02 23:12:00,23460922.2016
2022-01-02 23:12:30,23447732.1497
2022-01-02 23:13:00,23434555.3467
2022-01-02 23:13:30,23421391.5467
2022-01-02 23:14:00,23408242.7537
2022-01-02 23:14:30,23395108.8057
2022-01-02 23:15:00,23381991.1957
2022-01-02 23:15:30,23368889.3247
2022-01-02 23:16:00,23355803.7117
2022-01-02 23:16:30,23342735.6197
2022-01-02 23:17:00,23329685.8507
2022-01-02 23:17:30,23316654.1617
2022-01-02 23:18:00,23303641.3677
2022-01-02 23:18:30,23290646.7137
2022-01-02 23:19:00,23277673.0017
2022-01-02 23:19:30,23264720.4497
2022-01-02 23:20:00,23251788.9237
2022-01-02 23:20:30,23238878.4567
2022-01-02 23:21:00,23225990.2487
2022-01-02 23:21:30,23213125.0277
2022-01-02 23:22:00,23200282.6827
2022-01-02 23:22:30,23187464.5657
2022-01-02 23:23:00,23174670.0537
2022-01-02 23:23:30,23161901.7737
2022-01-02 23:24:00,23149159.2587
2022-01-02 23:24:30,23136441.5157
2022-01-02 23:25:00,23123750.7167
2022-01-02 23:25:30,23111087.0377
2022-01-02 23:26:00,23098451.0737
2022-01-02 23:26:30,23085843.9927
2022-01-02 23:27:00,23073265.2147
2022-01-02 23:27:30,23060716.9337
2022-01-02 23:28:00,23048197.3207
2022-01-02 23:28:30,23035708.4917
2022-01-02 23:29:00,23023251.1227
2022-01-02 23:29:30,23010824.2347
2022-01-02 23:30:00,22998431.6387
2022-01-02 23:30:30,22986070.0287
2022-01-02 23:31:00,22973742.8577
2022-01-02 23:31:30,22961448.2857
2022-01-02 23:32:00,22949188.9657
2022-01-02 23:32:30,22936964.2477
2022-01-02 23:33:00,22924775.0857
2022-01-02 23:33:30,22912622.5697
2022-01-02 23:34:00,22900505.4467
2022-01-02 23:34:30,22888425.8487
2022-01-02 23:35:00,22876384.2437
2022-01-02 23:35:30,22864380.8647
2022-01-02 23:36:00,22852416.4497
2022-01-02 23:36:30,22840491.6047
2022-01-02 23:37:00,22828605.9977
2022-01-02 23:37:30,22816760.9987
2022-01-02 23:38:00,22804957.5487
2022-01-02 23:38:30,22793195.1947
2022-01-02 23:39:00,22781475.4877
2022-01-02 23:39:30,22769797.8487
2022-01-02 23:40:00,22758163.2467
2022-01-02 23:40:30,22746572.4247
2022-01-02 23:41:00,22735026.4527
2022-01-02 23:41:30,22723525.2717
2022-01-02 23:42:00,22712068.8197
2022-01-02 23:42:30,22700658.8507
2022-01-02 23:43:00,22689295.0047
2022-01-02 23:43:30,22677978.0577
2022-01-02 23:44:00,22666708.7977
2022-01-02 23:44:30,22655487.8897
2022-01-02 23:45:00,22644315.6057
2022-01-02 23:45:30,22633192.0957
2022-01-02 23:46:00,22622118.5977
2022-01-02 23:46:30,22611094.9897
2022-01-02 23:47:00,22600122.5777
2022-01-02 23:47:30,22589201.2357
2022-01-02 23:48:00,22578331.7337
2022-01-02 23:48:30,22567514.4777
2022-01-02 23:49:00,22556750.6587
2022-01-02 23:49:30,22546039.9197
2022-01-02 23:50:00,22535382.4807
2022-01-02 23:50:30,22524780.5857
2022-01-02 23:51:00,22514233.0077
2022-01-02 23:51:30,22503740.7097
2022-01-02 23:52:00,22493305.3177
2022-01-02 23:52:30,22482926.0607
2022-01-02 23:53:00,22472603.9467
2022-01-02 23:53:30,22462339.2287
2022-01-02 23:54:00,22452133.2587
2022-01-02 23:54:30,22441984.4027
2022-01-02 23:55:00,22431895.9997
2022-01-02 23:55:30,22421867.2637
2022-01-02 23:56:00,22411897.8557
2022-01-02 23:56:30,22401990.2217
2022-01-02 23:57:00,22392142.8167
2022-01-02 23:57:30,22382357.5517
2022-01-02 23:58:00,22372634.3897
2022-01-02 23:58:30,22362973.7537
2022-01-02 23:59:00,22353375.9157
2022-01-02 23:59:30,22343842.7857
